Country Name,ISO,Time,Time Code,Employment in agriculture (% of total employment) [SL.AGR.EMPL.ZS],"Employers, female (% of employment) [SL.EMP.MPYR.FE.ZS]","Foreign direct investment, net inflows (% of GDP) [BX.KLT.DINV.WD.GD.ZS]",GDP growth (annual %) [NY.GDP.MKTP.KD.ZG],GDP per capita (constant 2005 US$) [NY.GDP.PCAP.KD],GDP (constant 2005 US$) [NY.GDP.MKTP.KD],GDP per capita growth (annual %) [NY.GDP.PCAP.KD.ZG],GINI index (World Bank estimate) [SI.POV.GINI],Income share held by fourth 20% [SI.DST.04TH.20],Income share held by highest 20% [SI.DST.05TH.20],Income share held by lowest 20% [SI.DST.FRST.20],Income share held by second 20% [SI.DST.02ND.20],Income share held by third 20% [SI.DST.03RD.20],"Labor force, female (% of total labor force) [SL.TLF.TOTL.FE.ZS]",Oil rents (% of GDP) [NY.GDP.PETR.RT.ZS],Other taxes (% of revenue) [GC.TAX.OTHR.RV.ZS],"Population, total [SP.POP.TOTL]",Public and publicly guaranteed debt service (% of GNI) [DT.TDS.DPPG.GN.ZS],Ratio of female to male labor force participation rate (%) (national estimate) [SL.TLF.CACT.FM.NE.ZS],Ratio of female to male labor force participation rate (%) (modeled ILO estimate) [SL.TLF.CACT.FM.ZS],Rural population (% of total population) [SP.RUR.TOTL.ZS],Social contributions (% of revenue) [GC.REV.SOCL.ZS],Tax revenue (% of GDP) [GC.TAX.TOTL.GD.ZS],Taxes on exports (% of tax revenue) [GC.TAX.EXPT.ZS],Taxes on goods and services (% of revenue) [GC.TAX.GSRV.RV.ZS],"Taxes on income, profits and capital gains (% of revenue) [GC.TAX.YPKG.RV.ZS]",Taxes on international trade (% of revenue) [GC.TAX.INTT.RV.ZS],Total debt service (% of GNI) [DT.TDS.DECT.GN.ZS],Total natural resources rents (% of GDP) [NY.GDP.TOTL.RT.ZS],Trade (% of GDP) [NE.TRD.GNFS.ZS],Urban population (% of total) [SP.URB.TOTL.IN.ZS],"Unemployment, total (% of total labor force) (modeled ILO estimate) [SL.UEM.TOTL.ZS]","Unemployment, total (% of total labor force) (national estimate) [SL.UEM.TOTL.NE.ZS]"
Argentina,ARG,1987,YR1987,..,..,-0.0171007571834998,2.90999313057097,"4,698.23030779546","147,178,984,884.936",1.36853140946845,45.28,21.5,50.49,4.61,9.17,14.21,..,1.99346272380941,..,31326473,4.38479581200937,35.4716990728799,..,14.157,..,..,..,..,..,..,5.91382856686156,3.12195142896892,15.448969882952,85.843,..,5.30000019073486
Argentina,ARG,1988,YR1988,..,..,0.908825708058126,-2.55690487694628,"4,510.56566445215","143,415,758,242.573",-3.99436875267553,..,..,..,..,..,..,..,1.38223903974803,..,31795515,3.13022869808105,..,..,13.767,..,..,..,..,..,..,4.18793105031277,2.58329155816371,15.743458608705,86.233,..,6
Argentina,ARG,1989,YR1989,..,..,1.34139040897869,-7.49618958372453,"4,111.91589594235","132,665,041,111.774",-8.83813246865162,..,..,..,..,..,..,..,3.00321061316077,..,32263559,3.97748131199698,36.9289330640712,..,13.387,..,..,..,..,..,..,6.24736766870687,5.20524675655556,19.6377977018838,86.613,..,7.30000019073486
Argentina,ARG,1990,YR1990,0.400000005960464,2.79999995231628,1.2988816648031,-2.39895921890114,"3,956.11028006223","129,482,460,877.764",-3.78912457897957,..,..,..,..,..,..,36.0994710160006,2.35292689682164,..,32729740,3.57792899161298,36.9758596059509,52.7670548395402,13.016,..,..,..,..,..,..,4.57623881769934,3.55079656035387,14.9908589999441,86.984,..,7.30000019073486
Argentina,ARG,1991,YR1991,0.300000011920929,2,1.28557881377962,12.6697100866108,"4,395.00707611472","145,887,513,283.986",11.0941496819342,46.76,20.41,52.42,4.82,9.07,13.29,35.9195623333353,1.45249547007149,..,33193920,2.05395301937125,52.7296927812415,52.3932708940288,12.672,..,..,..,..,..,..,2.96385997664256,2.36298155016977,13.7530541588892,87.328,5.80000019073486,5.80000019073486
Argentina,ARG,1992,YR1992,0.400000005960464,2.40000009536743,1.93679056623309,11.9407747350581,"4,852.38120953809","163,307,612,611.805",10.4066757004564,45.47,21.48,50.86,4.6,9.2,13.86,35.8211596880901,1.30603100413267,..,33655149,1.43876855853418,52.4590187233988,52.2135376050656,12.458,..,..,..,..,..,..,2.18868020140677,2.04229904934206,14.730980586353,87.542,6.69999980926514,6.69999980926514
Argentina,ARG,1993,YR1993,0.5,3.20000004768372,1.17974376246136,5.90691950110394,"5,070.34411240481","172,954,061,827.959",4.49187509089933,44.86,22.01,49.9,4.45,9.32,14.32,36.1317549312879,1.17163501069698,..,34110912,1.90306211303575,56.3150071430628,52.7486890473552,12.248,..,..,..,..,..,..,2.512948231269,1.9799295246769,16.2231515323488,87.752,10.1000003814697,10.1000003814697
Argentina,ARG,1994,YR1994,0.5,2.40000009536743,1.411953029158,5.83620069792465,"5,296.81706563764","183,048,007,991.451",4.46661899492682,45.92,21.6,50.96,4.38,9.03,14.03,36.2902138833081,1.13218027600942,..,34558114,1.42413145558408,54.3574607029816,53.0880451194983,12.04,..,..,..,..,..,..,2.27928557775864,1.79852106975989,18.1342254505904,87.96,12.1000003814697,12.1000003814697
Argentina,ARG,1995,YR1995,0.600000023841858,2.29999995231628,2.17392758974997,-2.84520961517045,"5,081.89265244072","177,839,908,467.7",-4.05761442265413,48.9,20.76,53.79,3.76,8.43,13.27,36.7599597904873,1.34268718854709,..,34994818,2.07331346064092,54.1994762350357,54.1392924954528,11.836,..,..,..,..,..,..,3.50850786076485,2.17986888389954,19.771500987766,88.164,18.7999992370605,18.7999992370605
Argentina,ARG,1996,YR1996,0.800000011920929,2.40000009536743,2.55320340608332,5.52668982269249,"5,298.4259794101","187,668,568,589.67",4.26087959306626,49.52,21.19,53.95,3.51,8.2,13.13,37.0100599602504,1.72323549775752,..,35419683,2.62487886652066,58.3224092007095,54.7619078855546,11.634,..,..,..,..,..,..,4.86331718220275,2.71228993048183,21.506358172293,88.366,17.2000007629395,17.2000007629395
Argentina,ARG,1997,YR1997,0.800000011920929,2.40000009536743,3.12787793868196,8.1110467739709,"5,661.95937200977","202,890,453,968.02",6.86115827629519,49.11,21.35,53.65,3.55,8.21,13.25,37.1966810615725,1.57294672323923,..,35833965,3.2658851438863,58.5526315789474,55.2456796655468,11.436,..,..,..,..,..,..,5.63272138954181,2.43230798911344,23.336144697619,88.564,14.8999996185303,14.8999996185303
Argentina,ARG,1998,YR1998,0.800000011920929,2.40000009536743,2.43876896154487,3.85017886550901,"5,813.82243750071","210,702,099,346.832",2.68216452137897,50.73,21.02,55.08,3.41,7.79,12.7,37.5372111698088,0.891118221281306,..,36241578,3.26844125374732,59.6330251378041,55.9412559042498,11.241,..,..,..,..,..,..,6.61640072442392,1.6425306397893,23.349944346555,88.759,12.8000001907349,12.8000001907349
Argentina,ARG,1999,YR1999,0.699999988079071,2.5,8.46058217133806,-3.38545705440345,"5,554.69794550943","203,568,870,260.719",-4.4570417273128,49.79,21.27,54.16,3.49,7.98,13.09,37.8125285377977,1.31026625470251,..,36648054,4.224399494311,61.4980291398764,56.5683667910245,11.048,..,..,..,..,..,..,9.14019539301381,2.08154510551633,21.3826567862219,88.952,14.1000003814697,14.1000003814697
Argentina,ARG,2000,YR2000,0.699999988079071,2.90000009536743,3.66579059535379,-0.788998929008571,"5,449.98907654465","201,962,714,054.567",-1.88505063627142,51.06,21.32,55.15,3.19,7.58,12.77,38.0864564777918,2.28866472376709,..,37057453,5.05399738303164,60.2459020665029,57.2005360085844,10.858,..,..,..,..,..,..,8.9463698600428,3.9475864349922,22.6225023420697,89.142,15,15
Argentina,ARG,2001,YR2001,0.800000011920929,2.40000009536743,0.806164134759349,-4.40883969595698,"5,152.137529095","193,058,501,746.297",-5.46517696212497,53.34,21.06,57,2.58,7.09,12.26,38.5806573120528,1.99951084764309,..,37471535,3.78255853163199,59.5041345329209,58.4573746562256,10.671,..,..,..,..,..,..,6.88255469977392,3.65597756383445,21.8524228521558,89.329,18.2999992370605,18.2999992370605
Argentina,ARG,2002,YR2002,1,1.89999997615814,2.10594272398103,-10.8944848114851,"4,540.20325915759","172,025,772,596.266",-11.877289115085,53.79,20.35,57.78,2.75,6.95,12.18,39.07136009383,5.18945187986264,15.3311371123481,37889443,3.77850424995556,63.2454915938567,59.6467424402391,10.481,19.678291491537,9.81895834666325,15.5020347255483,27.7194138361922,13.0419175281154,13.6385323185278,5.62630038866257,8.69251004513789,41.7527512956683,89.519,17.8999996185303,17.8999996185303
Argentina,ARG,2003,YR2003,1.39999997615814,2.20000004768372,1.27472706593465,8.83704077566954,"4,887.24422000715","187,227,760,265.258",7.64373181199707,53.54,20.94,57.1,2.72,7.06,12.18,39.5581699816027,4.68213881054782,13.5930246129642,38309475,5.61773205476093,64.0559429888958,60.9289622042698,10.29,16.2280570401266,12.5187797002949,17.9478748313799,26.6262625634967,16.0315549269462,16.4708689217667,11.7857879407001,9.39869369489902,40.6446897458032,89.71,16.1000003814697,16.1000003814697
Argentina,ARG,2004,YR2004,1.20000004768372,2.40000009536743,2.25030369296982,9.02957332125898,"5,270.85125578093","204,133,628,156.161",7.849148078244,50.18,21.7,54.15,3.21,7.75,13.19,40.7029791563549,4.34080237349109,14.1737908150527,38728778,1.48462494170402,66.1354544737936,63.8743432754128,10.101,16.5557606385361,11.8608646591745,15.3068277005577,29.1862263521977,18.8897776425385,15.7995448676603,7.41456397183953,8.29996357312534,36.9714091129046,89.899,12.6000003814697,12.6000003814697
Argentina,ARG,2005,YR2005,1.10000002384186,2.40000009536743,2.36204307523804,9.19848898286104,"5,694.41924875639","222,910,837,452.42",8.03604526898567,49.27,21.73,53.32,3.43,8.06,13.45,40.6166949480067,4.99404034297375,..,39145491,1.47415336067054,65.6953622173789,63.6601317162608,9.916,..,..,..,..,..,..,4.68449688035026,10.124440661307,36.7964445792355,90.084,10.6000003814697,10.6000003814697
Argentina,ARG,2006,YR2006,1,2.5,2.10511239067018,8.40286856609247,"6,108.4271404714","241,641,742,143.123",7.27041465739326,48.26,21.99,52.39,3.58,8.31,13.73,40.5313276701414,5.11663257479425,..,39558750,1.55006584260094,66.0904292285363,63.4464744676729,9.73399999999999,..,..,..,..,..,..,8.50556306926768,9.71470776693762,35.8943243466979,90.266,10.1000003814697,10.1000003814697
Argentina,ARG,2007,YR2007,0.899999976158142,2.59999990463257,1.96297942530774,7.96557324797847,"6,527.15850001499","260,889,892,111.224",6.85497837519064,47.37,22.03,51.63,3.86,8.51,13.97,40.8080928620372,4.36998070910494,..,39969903,1.54733381015838,65.2870501063786,64.1633725742874,9.55500000000001,..,..,..,..,..,..,2.72057069617064,8.00506325627036,35.8616294953274,90.445,8.5,8.5
Argentina,ARG,2008,YR2008,1.20000004768372,2.90000009536743,2.39543609719944,3.07494550317224,"6,659.23050887031","268,912,114,116.93",2.02342273218916,46.27,22.36,50.66,3.93,8.83,14.22,41.0022347592836,4.79679022627006,..,40381860,1.05820679280618,65.4054074674039,64.6746331862236,9.378,..,..,..,..,..,..,1.99171494197142,8.85282738370782,36.2704552498535,90.622,7.80000019073486,7.80000019073486
Argentina,ARG,2009,YR2009,1.20000004768372,3,1.06131870890403,0.0500244563851311,"6,594.49994768625","269,046,635,940.17",-0.972042657148293,45.27,22.62,49.71,3.93,9.18,14.56,41.2828639070393,2.89461529801284,..,40798641,2.06272931627751,66.4411332345194,65.415549913167,9.205,..,..,..,..,..,..,4.00257020818663,5.02101169229762,30.1828257487723,90.795,8.60000038146973,8.60000038146973
Argentina,ARG,2010,YR2010,1.29999995231628,2.90000009536743,1.69511159428794,9.45157833146635,"7,143.50441312573","294,475,789,484.231",8.32518719834252,44.5,22.42,49.38,4.36,9.3,14.54,40.2156872661754,3.060692913977,..,41222875,1.67545076414509,65.0879532895233,62.7503325000079,9.03400000000001,..,..,..,..,..,..,3.20485724048107,5.02502942262621,32.2123779065964,90.966,7.69999980926514,7.69999980926514
Argentina,ARG,2011,YR2011,1.20000004768372,2.59999990463257,1.91478955428251,8.38645145563733,"7,662.15673339053","319,171,858,617.93",7.26047455520296,43.57,22.43,48.66,4.58,9.54,14.79,40.3120880191881,3.24059734229639,..,41655616,1.42805478465566,64.8322137410208,63.0173562101081,8.867,..,..,..,..,..,..,2.88924808952819,5.00760538093382,33.5715599865364,91.133,7.19999980926514,7.19999980926514
Argentina,ARG,2012,YR2012,0.600000023841858,2.70000004768372,2.52157865404006,0.801760179229987,"7,642.93002654261","321,730,851,483.637",-0.250930743352356,42.49,22.88,47.51,4.73,9.75,15.13,40.3235877509657,2.76150266199651,..,42095224,0.958481409537852,65.5826551821885,63.066665649414,8.705,..,..,..,..,..,..,2.22515522943239,4.2552666195005,29.1963230706818,91.295,7.19999980926514,7.19999980926514
Argentina,ARG,2013,YR2013,..,..,1.81670803059345,2.88535188297456,"7,781.54951041373","331,013,918,665.03",1.81369557734685,42.28,23.03,47.23,4.75,9.8,15.19,40.4204178967589,2.42327632399449,..,42538304,0.925945889899701,..,63.3333333333333,8.548,..,..,..,..,..,..,2.25466633995308,3.77742479243378,28.7198452305311,91.452,7.5,6.6100001335144
Argentina,ARG,2014,YR2014,..,..,1.22400464654152,0.469257060225758,"7,737.71576705644","332,567,224,848.696",-0.563303533552315,..,..,..,..,..,..,..,..,..,42980026,..,..,..,8.396,..,..,..,..,..,..,..,..,29.4534243589112,91.604,..,..
Argentina,ARG,2015,YR2015,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Australia,AUS,1977,YR1977,..,..,1.03447533828117,3.60698492840366,"19,917.0060750058","282,662,150,216.483",2.44622459838561,..,..,..,..,..,..,..,1.96329149452474,..,14192000,..,..,..,14.06,..,..,..,..,..,..,..,4.98876545043908,28.7242575443494,85.94,..,..
Australia,AUS,1978,YR1978,..,..,1.41882705126305,0.896775963338285,"19,863.2815459729","285,196,996,437.079",-0.269741992499178,..,..,..,..,..,..,..,1.87237562124941,..,14358000,..,..,..,14.119,..,..,..,..,..,..,..,4.24831260516915,28.2714871697033,85.881,..,..
Australia,AUS,1979,YR1979,..,..,1.10568809735062,4.05340029027113,"20,446.2706571934","296,757,172,318.504",2.93500905110326,..,..,..,..,..,..,..,4.03458602037653,..,14514000,..,..,..,14.179,..,..,..,..,..,..,..,6.95963389287173,29.7295244525085,85.821,..,..
Australia,AUS,1980,YR1980,6.5,..,1.2492248282683,3.05130855449973,"20,814.8753950143","305,812,149,303.55",1.80279692077383,..,..,..,..,..,..,..,3.27205639026616,..,14692000,..,57.2158333218031,..,14.24,..,..,..,..,..,..,..,6.83192467657058,32.4087928121069,85.76,..,6.09999990463257
Australia,AUS,1981,YR1981,6.5,..,1.32918116339067,3.35825347701257,"21,175.1923655566","316,082,096,440.664",1.73105514063568,31.33,23.37,39.17,7.67,12.91,16.89,..,2.70619896963428,..,14927000,..,57.3076932858199,..,14.3,..,..,..,..,..,..,..,5.98598140851844,31.7040290920569,85.7,..,5.80000019073486
Australia,AUS,1982,YR1982,6.40000009536743,..,1.22008381575469,3.32056862189818,"21,516.5251913632","326,577,819,354.51",1.6119467531344,..,..,..,..,..,..,..,2.07116143160129,..,15178000,..,57.6227359106821,..,14.36,..,..,..,..,..,..,..,5.32015496349081,30.4194011484824,85.64,..,7.19999980926514
Australia,AUS,1983,YR1983,6.59999990463257,..,1.68718994686357,-2.23061371992415,"20,775.1401984358","319,293,129,709.76",-3.44565391639071,..,..,..,..,..,..,..,2.27066411060359,..,15369000,..,58.2790124399919,..,14.42,..,..,..,..,..,..,..,4.82735628170406,29.2701892102048,85.58,..,10
Australia,AUS,1984,YR1984,6.19999980926514,..,0.19385613915856,4.62854336859961,"21,492.0066064935","334,071,750,691.335",3.45059720998506,..,..,..,..,..,..,..,2.36547528438029,..,15544000,..,59.3709009504645,..,14.48,..,..,..,..,..,..,..,4.63072378439067,28.6201708792831,85.52,..,9
Australia,AUS,1985,YR1985,6.19999980926514,..,1.14451344008681,5.24963051202671,"22,313.0653158833","351,609,283,247.689",3.82029805044695,32.5,23.05,40.25,7.47,12.6,16.62,..,2.7439073979643,..,15758000,..,61.0817907295411,..,14.54,..,..,..,..,..,..,..,5.38766417948975,32.6018208361886,85.46,..,8.30000019073486
Australia,AUS,1986,YR1986,6.09999990463257,..,2.93134435740962,4.08914458429138,"22,847.918344621","365,987,095,211.477",2.39703967682563,..,..,..,..,..,..,..,1.14182940986547,..,16018400,..,63.6363613518402,..,14.6,..,..,..,..,..,..,..,3.4550315156599,33.1267244095698,85.4,..,8.10000038146973
Australia,AUS,1987,YR1987,5.80000019073486,3.70000004768372,2.78325438880599,2.58504121983287,"23,084.7467386029","375,448,012,481.963",1.03654254365624,..,..,..,..,..,..,..,1.58683901111425,..,16263900,..,64.9402384383268,..,14.6,..,..,..,..,..,..,..,3.81174990711114,32.6122860302042,85.4,..,8.10000038146973
Australia,AUS,1988,YR1988,5.90000009536743,3.90000009536743,3.12864472894511,5.7966524833034,"24,026.5317998217","397,211,429,021.012",4.07968548185956,..,..,..,..,..,..,..,0.961499123920916,..,16532200,..,66.356387700685,..,14.6,..,..,..,..,..,..,..,4.44549859753047,32.6526078021144,85.4,..,7.19999980926514
Australia,AUS,1989,YR1989,5.5,3.5,2.42404751482295,3.89599391407944,"24,543.6508065526","412,686,762,121.699",2.15228319692311,33.15,23.17,40.59,7.26,12.37,16.62,..,0.871875296651541,..,16814400,..,67.904508921484,..,14.6,..,..,..,..,..,..,..,2.93863685161501,32.1554712671806,85.4,..,6.19999980926514
Australia,AUS,1990,YR1990,5.59999990463257,3.70000004768372,2.60846542499816,3.52912895654107,"25,036.5371514698","427,251,010,143.547",2.00820305341686,..,..,..,..,..,..,41.3649222788725,1.33433112389824,..,17065100,..,69.0476214504267,69.0885090428989,14.6,..,..,..,..,..,..,..,3.50141575509987,32.2649620241887,85.4,..,6.90000009536743
Australia,AUS,1991,YR1991,5.5,3.5,1.32426510838289,-0.425953257234653,"24,614.1587913257","425,431,120,549.273",-1.68704784367249,..,..,..,..,..,..,41.5393555191028,0.988924548596833,..,17284000,..,69.705095259538,69.518713741253,14.6,..,..,..,..,..,..,..,2.86508074196603,32.2872981441311,85.4,9.60000038146973,9.60000038146973
Australia,AUS,1992,YR1992,5.30000019073486,3.40000009536743,1.75189029840107,0.404054753104461,"24,415.5527415283","427,150,095,213.038",-0.806877259065004,..,..,..,..,..,..,41.7642713400841,0.94179694813658,..,17495000,..,70.0404893314601,69.9865381752091,14.434,..,..,..,..,..,..,..,2.73273835923669,33.1353057292467,85.566,10.8000001907349,10.6999998092651
Australia,AUS,1993,YR1993,5.30000019073486,3.40000009536743,1.38396193884136,4.01561129790269,"25,148.7396103139","444,302,782,695.415",3.00295011359073,..,..,..,..,..,..,41.828506739862,0.805042082915034,..,17667000,..,70.3401370924347,70.18969796076,14.252,..,..,..,..,..,..,..,2.57024518495821,35.4671128335274,85.748,10.8999996185303,10.8999996185303
Australia,AUS,1994,YR1994,5.09999990463257,3.5,1.54881285950515,4.04472812292278,"25,890.4297002534","462,273,622,298.025",2.94921376352153,..,..,..,..,..,..,42.3032672472025,0.777301341375807,..,17855000,..,71.4673907128083,71.4092121730397,14.072,..,..,..,..,..,..,..,2.57370533867982,36.4691514093183,85.928,9.69999980926514,9.69999980926514
Australia,AUS,1995,YR1995,5,3.29999995231628,3.26784878788616,3.8811996951182,"26,572.3431118453","480,215,384,717.268",2.63384354561396,33.72,23.1,40.78,6.8,12.55,16.78,42.7192358904444,0.78362621933799,..,18072000,..,72.6287212163529,72.7027016717034,13.894,..,..,..,..,..,..,..,2.48070557477858,37.7233669522832,86.106,8.5,8.5
Australia,AUS,1996,YR1996,5,3.29999995231628,1.53991822940054,3.94728562524116,"27,260.7098229703","499,170,857,568.409",2.59053824582809,..,..,..,..,..,..,42.8530740194031,0.895756258017629,..,18311000,..,73.0978265658217,72.998645135417,13.717,..,..,..,..,..,..,..,2.70590693225748,38.2113114252124,86.283,8.5,8.5
Australia,AUS,1997,YR1997,5.09999990463257,3.20000004768372,1.75175346244363,3.94347600631394,"28,020.4968713685","518,855,540,567.131",2.78711395753173,..,..,..,..,..,..,42.9650853524208,0.788201959359217,..,18517000,..,73.4246554440015,73.3606598384278,13.496,..,..,..,..,..,..,..,2.36660512711242,37.9447989422552,86.504,8.5,8.39999961853027
Australia,AUS,1998,YR1998,4.90000009536743,3.20000004768372,1.49175079684805,4.43086518513307,"28,958.6515993402","541,845,330,075.254",3.34810168527117,..,..,..,..,..,..,43.0984290136275,0.476881670051068,..,18711000,..,73.7276488639758,73.7997230603101,13.273,..,..,..,..,..,..,..,2.24197634493149,39.9690857361247,86.727,7.69999980926514,7.69999980926514
Australia,AUS,1999,YR1999,5,3,0.851840776378705,5.00425623256604,"30,062.3829005819","568,960,658,776.413",3.81140433094913,..,..,..,..,..,..,43.3051151210297,0.703660533828696,2.13016614911803,18926000,..,74.2382281713186,74.3448296908674,13.053,..,22.4703558905324,0.0028698933834608,19.2893043506099,65.505010084195,2.31456285814899,..,2.34127694518199,39.0043126032808,86.947,6.90000009536743,6.90000009536743
Australia,AUS,2000,YR2000,5,2.79999995231628,3.28154961830588,3.87201507119738,"30,856.3097808917","590,990,901,233.419",2.64093130253652,..,..,..,..,..,..,43.6675456800522,1.54311175147248,2.05705696958399,19153000,..,75.5894606843324,75.5524856493095,12.835,..,23.0899961258142,..,17.9000658304836,66.7154084111551,2.21318590412052,..,3.98051985441791,40.9011114070559,87.165,6.30000019073486,6.30000019073486
Australia,AUS,2001,YR2001,4.80000019073486,2.79999995231628,2.1825998768517,1.92866858967555,"31,030.1940510662","602,389,157,113.349",0.563529052596508,34.14,23.24,41.15,6.94,12.17,16.51,43.8998812216946,1.27042871821016,1.87952009133138,19413000,..,76.4951305045576,76.5277756585015,12.622,..,24.8145758746588,..,24.0661314564317,63.2935853325164,2.41211188093405,..,3.89646916058619,44.114565240509,87.378,6.80000019073486,6.69999980926514
Australia,AUS,2002,YR2002,4.40000009536743,2.59999990463257,4.30989100756551,3.86309558738627,"31,837.9365368721","625,660,026,060.688",2.60308551237721,..,..,..,..,..,..,44.0515666902353,1.18626344876601,1.94911714061561,19651400,..,76.88022063613,76.9123756098342,12.459,..,23.5520748727259,..,25.1617471751556,60.6396527657493,2.65621975200465,..,3.54133030011687,41.3210757380304,87.541,6.40000009536743,6.40000009536743
